"lang","file","core_extended","speaker",wd_ID,wd,"start","end",mc-zero,"ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph","refind","isnref"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000058,"uǯudar",32.429,32.729,"****","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000093 m000094","uǯu dar","**** ****","ln","good PL","p000208 p000209 p000210 p000211 p000212 p000213","u dZ u d a r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000059,"juk’ʷ",32.729,32.909,"****","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000095","juk’ʷ","****","other:lvc","heart(ABS)","p000214 p000215 p000216","j u k_w_>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000060,"ali",32.909,33.069,"****","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000096 m000097","al i","**** ****","v:pred","(SUPER)be PTCP","p000217 p000218 p000219","a l i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000061,"dustːar",33.069,33.349,"% _ _","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000098 m000099","dustː ar","**** ****","np.h:pred","friend(ABS) PL","p000220 p000221 p000222 p000223 p000224 p000225","d u s t: a r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000062,"vuǯi",33.349,33.539,"****","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000100 m000101","vu ǯi","**** ****","cop","COP ICVB","p000226 p000227 p000228 p000229","v u dZ i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000063,"šulu",33.539,33.813,"****","0005_DoReCo_doreco_taba1259_mc_tabasaran_belt","sar sar.ixna ʁuˁri aˁri, χaˁluz̊val ap’uri, ajib paj ap’uri, huˁrmat ap’uri, sar sar.iqǯi dusri ʁuduʒ̊uri, gizaf uǯudar juk’ʷ ali dustːar vuǯi šulu.","They go to visit each other, they share what they have, they show respect, they sit and stand up together, they are very good and close friends.","m000102 m000103","šul u","**** ****","rv_aux","become FUT","p000230 p000231 p000232 p000233","S u l u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000064,"<p:>",33.813,35.078,"<p:>","<p:>","<p:>","<p:>","m000104","<p:>","<p:>","<p:>","<p:>","p000234","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000065,"hacːib",35.078,35.408,"#pc _ _","0006_DoReCo_doreco_taba1259_mc_tabasaran_belt","hacːib vaχtː vuji.","The time was so.","m000105 m000106 m000107","ha cːi b","**** **** ****","other:pred_other","EMPH DIST+ADV N","p000235 p000236 p000237 p000238 p000239","h a t:s i b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000066,"vaχtː",35.408,35.628,"****","0006_DoReCo_doreco_taba1259_mc_tabasaran_belt","hacːib vaχtː vuji.","The time was so.","m000108","vaχtː","****","np:s_pc","time(ABS)","p000240 p000241 p000242 p000243","v a X t:","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000067,"vuji",35.628,36.037,"****","0006_DoReCo_doreco_taba1259_mc_tabasaran_belt","hacːib vaχtː vuji.","The time was so.","m000109 m000110","vu ji","**** ****","cop","COP PTCP","p000244 p000245 p000246 p000247","v u j i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000068,"<p:>",36.037,36.504,"<p:>","<p:>","<p:>","<p:>","m000111","<p:>","<p:>","<p:>","<p:>","p000248","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000069,"sab",36.504,36.714,"## _ _","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000112 m000113","sa b","**** ****","ln_num","one N","p000249 p000250 p000251","s a b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000070,"vaχtna",36.714,37.264,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000114 m000115","vaχt na","**** ****","np:other","time TEMP","p000252 p000253 p000254 p000255 p000256 p000257","v a X t n a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000071,"<p:>",37.264,37.354,"<p:>","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000116","<p:>","<p:>","<p:>","<p:>","p000258","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000072,"maz̊glari",37.354,38.074,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000117 m000118","maz̊gl ar.i","**** ****","np.h:a","Mezhgul PL(ERG)","p000259 p000260 p000261 p000262 p000263 p000264 p000265 p000266","m a Z_w g l a r i","0007","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000073,"<p:>",38.074,38.548,"<p:>","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000119","<p:>","<p:>","<p:>","<p:>","p000267","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000074,"nüraˤli",38.548,38.958,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000120","nüraˤli","****","pn_np.h:p","Nurali(ABS)","p000268 p000269 p000270 p000271 p000272 p000273","n y r a_?\ l i","0003","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000075,"ktaʁuru",38.958,39.454,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000121 m000122","ktaʁ uru","**** ****","v:pred","<HSG>choose FUT","p000274 p000275 p000276 p000277 p000278 p000279 p000280","k t a R u r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000076,"zamina",39.454,40.135,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000123","zamina","****","ln_adj","reliable","p000281 p000282 p000283 p000284 p000285 p000286","z a m i n a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000077,"<p:>",40.135,40.204,"<p:>","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000124","<p:>","<p:>","<p:>","<p:>","p000287","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000078,"ʁaravulǯi",40.204,40.974,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000125","ʁaravul.ǯi","****","np.h:obl","guard(ERG)","p000288 p000289 p000290 p000291 p000292 p000293 p000294 p000295 p000296","R a r a v u l dZ i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000079,"ʁulan",40.974,41.385,"****","0007_DoReCo_doreco_taba1259_mc_tabasaran_belt","sab vaχtna maz̊glar.i nüraˤli ktaʁuru zamina ʁaravul.ǯi ʁul.an.","Once the inhabitants of Mezhgul elected Nurali to be reliable guard for the village.","m000126 m000127","ʁul.a n","**** ****","rn_np:poss","village GEN","p000297 p000298 p000299 p000300 p000301","R u l a n","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000080,"<p:>",41.385,42.695,"<p:>","<p:>","<p:>","<p:>","m000128","<p:>","<p:>","<p:>","<p:>","p000302","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000081,"zamina",42.695,43.075,"#nc _ _","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000129","zamina","****","nc","reliable","p000303 p000304 p000305 p000306 p000307 p000308","z a m i n a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000082,"ʁaravul",43.075,43.405,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000130","ʁaravul","****","nc","guard(ABS)","p000309 p000310 p000311 p000312 p000313 p000314 p000315","R a r a v u l","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000083,"ʁapigan",43.405,43.965,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000131 m000132 m000133","ʁa pi gan","**** **** ****","nc","PFV say TEMP","p000316 p000317 p000318 p000319 p000320 p000321 p000322","R a p i g a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000084,"<p:>",43.965,44.135,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000134","<p:>","<p:>","<p:>","<p:>","p000323","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000085,"<<fm>značit>",44.135,44.455,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000135","značit","****","nc","that_is","p000324","<<fm>značit>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000086,"hamu",44.455,44.713,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000136 m000137","ha mu","**** ****","nc","EMPH PROX(ABS)","p000325 p000326 p000327 p000328","h a m u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000087,"ʁulan",44.713,45.155,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000138 m000139","ʁul.a n","**** ****","nc","village GEN","p000329 p000330 p000331 p000332 p000333","R u l a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000088,"<p:>",45.155,45.533,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000140","<p:>","<p:>","<p:>","<p:>","p000334","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000089,"vari",45.533,46.108,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000141","vari","****","nc","all","p000335 p000336 p000337 p000338","v a r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000090,"<p:>",46.108,46.233,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000142","<p:>","<p:>","<p:>","<p:>","p000339","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000091,"har",46.233,46.435,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000143","har","****","nc","each","p000340 p000341 p000342","h a r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000092,"sab",46.435,46.655,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000144 m000145","sa b","**** ****","nc","one N","p000343 p000344 p000345","s a b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000093,"χla",46.655,47.015,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000146","χl.a","****","nc","house(IN)","p000346 p000347 p000348","X l a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000094,"aji",47.015,47.415,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000147 m000148","a ji","**** ****","nc","(IN)be IPFV","p000349 p000350 p000351","a j i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000095,"<p:>",47.415,47.835,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000149","<p:>","<p:>","<p:>","<p:>","p000352","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000096,"<<fm>značit>",47.835,48.215,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000150","značit","****","nc","that_is","p000353","<<fm>značit>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000097,"<p:>",48.215,48.405,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000151","<p:>","<p:>","<p:>","<p:>","p000354","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000098,"šejnan",48.405,48.995,"****","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000152 m000153","šej.na n","**** ****","nc","thing GEN","p000355 p000356 p000357 p000358 p000359 p000360","S e j n a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_belt",core,"TS01",w000099,"<p:>",48.995,49.598,"<p:>","0008_DoReCo_doreco_taba1259_mc_tabasaran_belt","zamina ʁaravul ʁapigan, značit hamu ʁul.an vari har sab χl.a aji, značit, šej.nan ejsival ap’uru uduq’ruru dupnu, nüraˤlikan ap’uru zamina ʁaravul.","""Reliable guard"" means that he can protect ownership of things in every house of the village; they made Nurali reliable guard.","m000154","<p:>","<p:>","<p:>","<p:>","p000361","<p:>","<p:>","<p:>"
